v80,v66,v6,v39,v73,v16,v50,v7,v13,v63,v5,v62,v89,v14,v103,v15,v47,v1,v18,v2,v25,v37,v59,v42,v93,v61,v65,v24,v102,v10,v88,v60,v9,v22,v46,v53,v82,v41,v45,v8,v12,v55,v57,v58,v92,v101,v67,v32,v94,v96,v36,v23,v68,v87,v4,v70,v33,v40,v20,v44,v17,v21,v11,v49,v26,v79,v71,v97,v99,v3,v19,v95,v64,v100,v54,v51,v85,v83,v56,v84,v86,v72,v52,v38,v69,v48,v190
v8,v103,v45,v12,v22,v96,v92,v99,v39,v48,v54,v69,v13,v46,v72,v71,v94,v102,v57,v14,v3,v24,v60,v20,v58,v6,v9,v61,v53,v33,v89,v38,v42,v47,v63,v50,v5,v7,v26,v100,v25,v15,v2,v83,v84,v67,v4,v17,v41,v10,v86,v52,v73,v59,v1,v70,v64,v190,v51,v21,v101,v85,v87,v97,v37,v18,v93,v88,v36,v95,v11,v65,v66,v40,v19,v56,v23,v80,v68,v55,v49,v79,v82,v32,v16,v62,v44
v63,v39,v52,v64,v36,v9,v22,v89,v190,v51,v26,v47,v83,v94,v99,v49,v46,v12,v95,v24,v72,v7,v69,v38,v50,v66,v1,v23,v41,v80,v60,v55,v59,v53,v20,v96,v58,v65,v15,v33,v88,v13,v100,v5,v92,v62,v57,v84,v73,v10,v19,v70,v8,v82,v25,v86,v68,v16,v17,v101,v3,v45,v37,v14,v40,v61,v67,v87,v85,v6,v18,v97,v102,v44,v48,v54,v79,v4,v32,v11,v103,v2,v71,v21,v56,v42,v93
v38,v44,v56,v64,v16,v50,v20,v83,v47,v58,v8,v68,v45,v190,v14,v63,v4,v100,v60,v61,v9,v17,v103,v62,v3,v11,v102,v33,v42,v84,v5,v54,v2,v46,v86,v85,v87,v48,v95,v19,v97,v51,v73,v1,v24,v72,v65,v53,v22,v82,v41,v37,v88,v94,v12,v36,v13,v89,v92,v32,v52,v93,v49,v18,v79,v101,v55,v21,v10,v15,v25,v57,v99,v67,v40,v59,v70,v7,v6,v26,v80,v39,v71,v66,v69,v96,v23
v5,v38,v97,v93,v58,v94,v67,v26,v49,v56,v8,v53,v37,v65,v18,v3,v23,v57,v11,v92,v14,v24,v102,v88,v61,v36,v40,v62,v4,v51,v2,v39,v99,v87,v9,v45,v64,v20,v96,v79,v12,v89,v50,v52,v86,v70,v25,v84,v42,v13,v100,v59,v54,v95,v16,v17,v19,v33,v80,v60,v1,v71,v72,v85,v103,v82,v190,v44,v21,v41,v63,v55,v22,v46,v32,v101,v83,v47,v10,v66,v6,v15,v68,v69,v7,v73,v48
v19,v101,v79,v60,v61,v94,v33,v40,v13,v102,v38,v36,v24,v26,v46,v4,v92,v89,v16,v44,v51,v39,v18,v71,v63,v97,v96,v70,v6,v55,v86,v14,v83,v80,v82,v9,v50,v41,v62,v21,v20,v2,v52,v87,v65,v22,v49,v85,v25,v95,v56,v45,v23,v73,v1,v12,v3,v64,v11,v15,v88,v72,v48,v67,v47,v103,v42,v17,v57,v59,v58,v5,v53,v7,v93,v37,v54,v69,v100,v190,v32,v8,v99,v10,v84,v68,v66
v26,v8,v33,v25,v10,v73,v14,v86,v41,v83,v94,v42,v60,v84,v22,v40,v48,v62,v58,v82,v24,v47,v5,v53,v68,v63,v88,v97,v11,v13,v55,v36,v102,v12,v44,v38,v59,v37,v70,v65,v89,v101,v39,v6,v69,v56,v64,v51,v1,v72,v3,v23,v99,v7,v54,v87,v96,v85,v57,v21,v66,v19,v18,v93,v20,v49,v71,v15,v100,v80,v67,v79,v17,v9,v92,v95,v45,v4,v103,v16,v2,v46,v32,v50,v61,v52,v190
v26,v64,v103,v190,v44,v61,v82,v57,v8,v79,v50,v96,v71,v102,v38,v86,v66,v13,v12,v45,v33,v65,v67,v25,v47,v83,v9,v11,v80,v63,v15,v72,v16,v100,v22,v85,v89,v56,v59,v6,v48,v52,v70,v69,v53,v95,v55,v62,v3,v19,v93,v94,v51,v23,v14,v18,v99,v97,v7,v24,v68,v49,v40,v36,v37,v84,v101,v46,v4,v20,v88,v54,v10,v2,v1,v32,v73,v17,v5,v92,v60,v41,v21,v58,v87,v39,v42
v62,v103,v41,v86,v48,v1,v3,v19,v60,v65,v50,v15,v16,v101,v2,v23,v22,v63,v99,v88,v83,v57,v71,v45,v14,v8,v55,v5,v102,v37,v51,v4,v69,v6,v24,v67,v79,v61,v40,v25,v58,v7,v100,v46,v84,v11,v26,v12,v68,v64,v97,v53,v89,v36,v32,v80,v18,v70,v82,v73,v93,v10,v54,v190,v56,v21,v87,v39,v94,v38,v47,v9,v59,v44,v17,v66,v95,v96,v49,v72,v92,v42,v33,v52,v13,v20,v85
v44,v92,v64,v63,v58,v32,v6,v94,v72,v103,v26,v46,v67,v49,v41,v97,v51,v40,v100,v5,v8,v21,v45,v39,v11,v7,v13,v25,v3,v96,v101,v24,v93,v15,v70,v20,v66,v42,v79,v9,v33,v55,v87,v4,v23,v84,v47,v95,v36,v18,v60,v37,v65,v88,v73,v190,v16,v2,v80,v86,v62,v52,v89,v83,v59,v48,v38,v61,v85,v82,v1,v69,v10,v53,v50,v14,v57,v19,v102,v12,v99,v71,v68,v22,v54,v56,v17
v8,v103,v46,v95,v9,v82,v94,v102,v50,v59,v64,v22,v21,v40,v47,v44,v11,v89,v36,v26,v85,v70,v100,v6,v1,v5,v96,v63,v42,v37,v49,v71,v60,v13,v19,v101,v24,v68,v53,v97,v65,v32,v87,v55,v33,v14,v99,v12,v86,v61,v67,v48,v73,v56,v79,v88,v41,v52,v10,v3,v66,v51,v17,v83,v190,v92,v39,v15,v72,v20,v62,v16,v38,v69,v23,v18,v54,v57,v84,v7,v25,v45,v93,v58,v4,v2,v80
v3,v41,v37,v85,v26,v18,v9,v5,v20,v21,v55,v4,v99,v15,v23,v24,v103,v64,v61,v80,v46,v83,v1,v8,v54,v52,v94,v38,v36,v40,v10,v97,v73,v82,v67,v33,v71,v96,v53,v13,v190,v66,v44,v45,v32,v69,v7,v87,v42,v56,v92,v72,v60,v59,v57,v12,v89,v49,v95,v58,v17,v14,v6,v39,v16,v100,v65,v47,v88,v101,v102,v22,v2,v63,v86,v70,v62,v25,v93,v51,v79,v48,v68,v50,v84,v11,v19
v55,v96,v87,v23,v63,v40,v32,v49,v21,v190,v2,v102,v15,v80,v5,v13,v92,v101,v59,v89,v103,v71,v69,v18,v66,v50,v65,v53,v46,v67,v85,v58,v95,v11,v94,v10,v33,v62,v60,v73,v47,v68,v97,v100,v83,v17,v52,v24,v19,v86,v48,v9,v88,v12,v84,v38,v61,v44,v99,v4,v51,v41,v70,v14,v37,v26,v56,v82,v64,v1,v22,v42,v79,v16,v6,v3,v36,v8,v54,v20,v72,v93,v45,v39,v25,v7,v57
v87,v10,v99,v72,v8,v89,v18,v23,v22,v41,v92,v103,v51,v85,v13,v24,v102,v86,v80,v71,v58,v26,v66,v56,v57,v95,v19,v70,v9,v42,v7,v47,v54,v79,v59,v50,v16,v11,v39,v38,v69,v55,v190,v6,v25,v17,v32,v20,v21,v48,v14,v82,v49,v88,v46,v83,v12,v67,v37,v64,v84,v96,v53,v93,v63,v40,v52,v62,v97,v1,v36,v3,v94,v100,v2,v44,v15,v5,v60,v101,v61,v33,v73,v68,v4,v65,v45
v42,v49,v26,v25,v24,v86,v101,v9,v37,v102,v44,v56,v96,v65,v58,v87,v7,v12,v55,v66,v15,v36,v41,v85,v10,v60,v22,v33,v95,v73,v39,v21,v99,v64,v46,v92,v71,v5,v23,v13,v62,v53,v57,v89,v11,v94,v2,v68,v72,v79,v18,v50,v103,v3,v190,v20,v14,v19,v84,v1,v61,v54,v32,v17,v47,v69,v80,v8,v48,v16,v6,v40,v63,v88,v83,v52,v4,v59,v82,v67,v93,v38,v51,v97,v100,v45,v70
v33,v14,v93,v4,v48,v13,v80,v101,v26,v66,v8,v96,v84,v60,v70,v61,v16,v62,v83,v86,v57,v25,v49,v51,v12,v47,v58,v97,v41,v65,v89,v36,v15,v42,v99,v50,v92,v63,v88,v72,v87,v67,v9,v7,v69,v53,v44,v95,v64,v39,v102,v10,v46,v3,v24,v2,v68,v52,v100,v73,v94,v85,v59,v103,v18,v23,v190,v71,v32,v55,v11,v17,v1,v19,v79,v82,v38,v21,v5,v45,v37,v20,v22,v54,v6,v40,v56
v49,v14,v20,v102,v33,v93,v6,v100,v45,v57,v15,v46,v61,v87,v24,v55,v68,v92,v1,v26,v51,v99,v12,v17,v69,v44,v18,v96,v10,v88,v56,v7,v40,v4,v32,v190,v13,v36,v41,v80,v38,v86,v54,v82,v53,v59,v22,v9,v39,v103,v71,v65,v94,v23,v85,v21,v2,v83,v50,v16,v63,v5,v58,v72,v11,v97,v62,v84,v37,v64,v66,v79,v25,v70,v89,v95,v101,v73,v3,v60,v8,v19,v47,v52,v67,v48,v42
v101,v95,v47,v56,v11,v89,v51,v85,v190,v64,v6,v66,v42,v18,v13,v24,v73,v102,v49,v33,v70,v59,v67,v22,v52,v45,v86,v36,v65,v19,v7,v100,v53,v69,v72,v1,v15,v37,v46,v23,v68,v60,v80,v84,v99,v87,v58,v61,v40,v41,v71,v103,v10,v39,v92,v2,v82,v57,v20,v21,v4,v97,v25,v55,v54,v94,v26,v12,v38,v9,v8,v50,v14,v44,v32,v17,v63,v96,v48,v5,v79,v3,v62,v16,v88,v83,v93
v39,v92,v10,v19,v190,v82,v87,v4,v86,v6,v3,v63,v22,v64,v61,v72,v14,v7,v89,v102,v97,v70,v26,v42,v18,v21,v45,v96,v100,v85,v5,v12,v13,v68,v73,v56,v23,v71,v16,v103,v53,v49,v67,v36,v59,v93,v20,v9,v48,v88,v2,v51,v55,v37,v15,v33,v95,v50,v65,v47,v99,v32,v11,v84,v80,v58,v52,v83,v1,v57,v40,v46,v25,v38,v44,v54,v69,v24,v17,v60,v79,v8,v62,v41,v66,v101,v94
v59,v68,v94,v39,v45,v72,v15,v13,v99,v18,v62,v80,v103,v8,v33,v60,v37,v16,v92,v79,v66,v51,v101,v19,v100,v7,v85,v14,v40,v1,v96,v50,v89,v22,v84,v23,v6,v61,v63,v48,v57,v32,v69,v41,v73,v102,v190,v95,v21,v83,v26,v87,v9,v82,v46,v56,v36,v11,v54,v52,v88,v97,v5,v42,v86,v53,v55,v70,v24,v38,v71,v65,v17,v47,v58,v2,v49,v3,v67,v12,v10,v93,v64,v25,v20,v44,v4
v49,v8,v96,v3,v93,v101,v73,v59,v14,v17,v94,v66,v82,v48,v55,v86,v1,v12,v85,v13,v4,v97,v54,v100,v64,v2,v45,v92,v41,v83,v26,v21,v79,v52,v25,v15,v53,v6,v39,v50,v99,v88,v62,v37,v20,v16,v72,v102,v36,v40,v24,v23,v69,v22,v89,v58,v42,v57,v67,v51,v95,v70,v61,v7,v84,v33,v47,v11,v80,v44,v65,v63,v56,v5,v10,v60,v68,v103,v19,v32,v46,v9,v38,v71,v190,v87,v18
v86,v46,v72,v21,v49,v7,v95,v93,v19,v79,v33,v73,v71,v87,v54,v6,v4,v26,v84,v1,v16,v11,v96,v99,v53,v102,v59,v190,v51,v64,v12,v80,v57,v17,v36,v60,v50,v10,v37,v47,v82,v88,v23,v2,v13,v94,v8,v55,v38,v24,v103,v62,v5,v67,v61,v56,v44,v85,v65,v45,v48,v100,v40,v97,v101,v32,v18,v20,v89,v22,v39,v14,v68,v9,v52,v15,v66,v70,v69,v58,v42,v83,v92,v41,v3,v63,v25
v5,v6,v92,v80,v89,v95,v100,v26,v38,v22,v2,v79,v93,v102,v17,v14,v54,v52,v4,v103,v33,v55,v101,v58,v59,v20,v61,v82,v13,v40,v12,v23,v85,v72,v32,v18,v73,v47,v60,v190,v24,v21,v42,v86,v37,v19,v36,v84,v57,v83,v56,v69,v65,v16,v8,v97,v99,v1,v48,v53,v66,v25,v68,v46,v64,v50,v70,v44,v39,v9,v71,v94,v88,v49,v87,v11,v67,v41,v45,v62,v15,v51,v3,v10,v7,v63,v96
v88,v58,v96,v66,v82,v69,v80,v32,v39,v46,v84,v95,v67,v2,v89,v19,v42,v87,v51,v86,v71,v64,v59,v10,v65,v73,v18,v70,v33,v4,v36,v72,v13,v3,v14,v68,v56,v47,v190,v8,v50,v62,v6,v85,v15,v92,v99,v11,v37,v102,v101,v9,v45,v20,v1,v38,v22,v63,v21,v94,v103,v25,v41,v61,v12,v23,v48,v97,v55,v57,v24,v7,v100,v79,v44,v83,v52,v93,v60,v53,v5,v17,v26,v49,v54,v16,v40
v42,v3,v100,v63,v13,v61,v22,v21,v64,v54,v82,v2,v57,v41,v8,v88,v96,v48,v103,v40,v18,v50,v52,v26,v97,v55,v24,v68,v51,v16,v38,v25,v32,v66,v5,v67,v20,v10,v11,v83,v60,v99,v23,v72,v7,v84,v44,v92,v45,v1,v95,v39,v62,v87,v56,v15,v17,v80,v85,v49,v4,v65,v70,v14,v102,v59,v190,v19,v69,v6,v9,v37,v53,v71,v12,v33,v94,v101,v58,v47,v86,v73,v46,v79,v36,v93,v89
v50,v45,v51,v21,v22,v80,v55,v83,v36,v18,v46,v33,v4,v89,v97,v61,v39,v101,v20,v102,v9,v73,v69,v88,v38,v82,v94,v25,v86,v100,v68,v3,v66,v11,v42,v10,v85,v62,v32,v40,v14,v60,v71,v87,v16,v15,v52,v23,v24,v41,v96,v84,v44,v48,v54,v63,v17,v2,v72,v1,v190,v93,v7,v67,v8,v6,v92,v19,v47,v57,v95,v5,v12,v70,v37,v56,v13,v58,v53,v65,v79,v103,v59,v49,v64,v26,v99
v92,v88,v94,v19,v66,v15,v96,v49,v84,v9,v10,v65,v62,v7,v25,v50,v87,v38,v32,v3,v83,v67,v26,v18,v6,v68,v1,v20,v48,v56,v80,v24,v40,v89,v102,v44,v97,v82,v55,v71,v69,v101,v45,v58,v54,v73,v95,v4,v42,v63,v47,v11,v72,v14,v57,v103,v53,v13,v70,v22,v39,v41,v190,v51,v59,v8,v46,v99,v100,v2,v37,v60,v93,v61,v85,v23,v17,v21,v5,v12,v79,v36,v33,v64,v86,v52,v16
v80,v14,v25,v7,v4,v92,v89,v87,v65,v95,v44,v190,v41,v79,v63,v1,v61,v21,v26,v83,v17,v40,v57,v51,v12,v2,v52,v45,v20,v54,v10,v94,v59,v69,v55,v71,v3,v46,v60,v96,v88,v9,v19,v84,v38,v68,v23,v8,v47,v103,v15,v62,v37,v39,v99,v48,v97,v16,v5,v70,v32,v64,v85,v82,v13,v22,v36,v24,v86,v102,v6,v73,v42,v72,v58,v53,v33,v93,v56,v11,v100,v18,v66,v49,v67,v50,v101
v7,v70,v89,v1,v100,v54,v5,v67,v15,v63,v2,v64,v3,v46,v18,v59,v50,v24,v69,v4,v87,v16,v21,v14,v94,v82,v101,v10,v19,v13,v38,v102,v88,v190,v84,v60,v32,v9,v12,v26,v97,v61,v80,v56,v51,v20,v93,v66,v83,v68,v55,v49,v95,v85,v33,v37,v48,v36,v65,v103,v71,v23,v8,v6,v42,v73,v53,v92,v44,v86,v58,v25,v57,v62,v11,v99,v17,v79,v41,v45,v22,v52,v39,v96,v47,v40,v72
v13,v100,v36,v80,v48,v37,v33,v26,v99,v69,v11,v50,v70,v9,v85,v79,v47,v83,v6,v25,v41,v72,v49,v18,v86,v84,v97,v71,v46,v21,v45,v57,v7,v56,v53,v59,v73,v103,v12,v66,v14,v62,v64,v20,v10,v22,v2,v82,v95,v67,v5,v88,v93,v4,v3,v94,v102,v89,v58,v65,v92,v23,v51,v96,v39,v68,v40,v52,v19,v42,v8,v60,v15,v101,v16,v44,v190,v17,v32,v63,v55,v54,v87,v38,v61,v24,v1
v24,v42,v23,v7,v50,v36,v33,v88,v6,v13,v96,v1,v52,v94,v37,v2,v92,v72,v101,v45,v17,v4,v39,v83,v102,v62,v53,v44,v12,v51,v97,v63,v85,v103,v11,v67,v26,v64,v100,v69,v59,v19,v48,v20,v86,v5,v25,v9,v68,v14,v89,v80,v40,v82,v58,v18,v32,v47,v21,v79,v66,v38,v95,v15,v57,v190,v10,v61,v8,v41,v65,v49,v56,v99,v70,v73,v84,v60,v87,v3,v16,v54,v55,v46,v93,v22,v71
v92,v82,v15,v71,v97,v9,v89,v87,v49,v19,v14,v58,v100,v41,v60,v55,v36,v65,v51,v61,v50,v93,v8,v33,v53,v24,v42,v7,v103,v86,v10,v12,v26,v67,v95,v37,v16,v62,v3,v57,v23,v66,v4,v39,v13,v45,v101,v11,v59,v190,v2,v44,v83,v68,v20,v1,v6,v88,v46,v70,v73,v72,v47,v22,v17,v64,v18,v85,v40,v32,v5,v54,v69,v99,v79,v21,v56,v80,v96,v102,v52,v94,v48,v25,v38,v84,v63
v45,v51,v21,v4,v13,v63,v65,v56,v61,v47,v3,v17,v92,v1,v25,v5,v19,v82,v2,v79,v88,v86,v101,v64,v36,v97,v94,v48,v190,v68,v41,v72,v89,v62,v42,v95,v46,v87,v93,v11,v26,v18,v73,v103,v8,v15,v55,v102,v80,v10,v7,v85,v100,v6,v71,v39,v53,v70,v60,v23,v58,v38,v32,v50,v67,v52,v24,v84,v16,v66,v12,v20,v57,v49,v33,v54,v69,v96,v22,v83,v40,v9,v99,v14,v37,v59,v44
v4,v58,v37,v53,v21,v68,v36,v89,v60,v19,v15,v56,v1,v87,v16,v7,v99,v66,v24,v61,v10,v101,v25,v42,v55,v50,v44,v33,v48,v63,v46,v96,v84,v62,v57,v32,v95,v100,v3,v26,v70,v8,v20,v67,v22,v11,v64,v97,v102,v54,v51,v47,v39,v73,v93,v18,v82,v23,v79,v83,v190,v45,v52,v14,v40,v13,v41,v80,v2,v92,v103,v49,v12,v88,v69,v94,v9,v85,v59,v17,v5,v65,v38,v72,v86,v71,v6
v100,v63,v101,v21,v14,v8,v16,v23,v45,v61,v17,v44,v102,v62,v4,v25,v79,v73,v41,v60,v93,v66,v96,v33,v20,v40,v9,v51,v103,v26,v19,v3,v58,v95,v49,v50,v47,v39,v190,v59,v24,v69,v32,v5,v2,v57,v37,v42,v65,v36,v13,v84,v88,v56,v10,v48,v64,v18,v82,v52,v12,v72,v97,v87,v53,v11,v55,v54,v22,v68,v71,v6,v94,v7,v86,v99,v46,v89,v15,v67,v83,v70,v85,v80,v92,v38,v1
v65,v2,v92,v45,v82,v3,v13,v42,v87,v95,v25,v37,v23,v54,v80,v15,v93,v56,v16,v8,v44,v10,v5,v47,v59,v94,v61,v101,v18,v73,v48,v96,v6,v20,v50,v14,v7,v21,v67,v89,v72,v40,v38,v86,v41,v58,v84,v11,v60,v190,v71,v52,v49,v83,v97,v1,v66,v46,v26,v64,v9,v55,v36,v103,v32,v24,v53,v62,v100,v79,v19,v33,v68,v12,v69,v4,v88,v70,v17,v39,v85,v57,v51,v22,v102,v99,v63
v36,v22,v66,v1,v11,v39,v17,v4,v44,v63,v42,v41,v89,v96,v55,v21,v64,v82,v88,v3,v38,v49,v61,v9,v19,v12,v50,v56,v190,v71,v67,v60,v18,v52,v15,v93,v79,v57,v6,v33,v103,v26,v45,v102,v13,v70,v65,v85,v8,v46,v37,v54,v80,v69,v97,v94,v73,v48,v87,v59,v25,v83,v72,v92,v84,v58,v100,v2,v51,v47,v68,v16,v14,v95,v23,v20,v5,v86,v7,v101,v24,v62,v10,v53,v40,v99,v32
v19,v56,v45,v54,v60,v55,v44,v32,v61,v37,v3,v102,v89,v57,v59,v73,v72,v1,v99,v17,v18,v82,v94,v46,v83,v68,v4,v7,v47,v65,v10,v69,v103,v2,v66,v9,v88,v85,v12,v11,v63,v50,v49,v96,v190,v15,v14,v36,v42,v64,v25,v33,v8,v20,v87,v79,v22,v52,v80,v21,v70,v58,v86,v71,v53,v16,v13,v51,v5,v40,v24,v100,v23,v48,v95,v26,v93,v6,v84,v92,v38,v62,v101,v67,v97,v39,v41
v14,v21,v61,v36,v82,v100,v103,v58,v41,v5,v42,v3,v72,v15,v49,v87,v48,v68,v50,v7,v4,v99,v89,v6,v80,v83,v56,v46,v51,v17,v97,v45,v96,v67,v60,v25,v94,v62,v71,v16,v85,v73,v12,v101,v66,v2,v64,v10,v23,v38,v18,v26,v53,v54,v88,v95,v37,v93,v57,v19,v1,v11,v24,v59,v63,v84,v69,v79,v190,v40,v44,v33,v52,v9,v13,v8,v55,v86,v65,v70,v92,v32,v22,v39,v47,v102,v20
v51,v62,v4,v10,v66,v24,v63,v5,v52,v97,v22,v101,v40,v55,v32,v42,v18,v57,v88,v39,v85,v84,v68,v53,v44,v15,v12,v1,v6,v73,v80,v56,v102,v190,v86,v70,v17,v54,v65,v83,v58,v7,v38,v94,v87,v49,v25,v19,v89,v14,v2,v11,v79,v60,v41,v64,v9,v71,v99,v3,v92,v69,v72,v8,v48,v93,v100,v103,v16,v82,v36,v26,v20,v95,v67,v13,v23,v50,v96,v46,v61,v59,v21,v37,v47,v33,v45
v26,v8,v101,v23,v95,v94,v50,v55,v99,v4,v51,v38,v40,v68,v60,v66,v41,v33,v54,v53,v9,v85,v1,v3,v57,v13,v93,v190,v96,v100,v10,v86,v71,v62,v84,v92,v45,v72,v67,v16,v52,v32,v64,v69,v21,v88,v18,v82,v49,v79,v22,v87,v6,v37,v83,v80,v11,v17,v56,v20,v103,v97,v7,v2,v65,v12,v44,v15,v5,v73,v89,v102,v36,v48,v14,v19,v59,v70,v46,v58,v24,v61,v63,v47,v42,v25,v39
v103,v64,v67,v37,v25,v32,v6,v17,v70,v100,v62,v14,v87,v19,v23,v58,v84,v102,v8,v55,v72,v47,v21,v59,v46,v79,v66,v39,v69,v96,v22,v60,v88,v94,v38,v54,v68,v36,v93,v12,v52,v85,v13,v41,v40,v53,v7,v83,v45,v97,v2,v15,v71,v80,v63,v89,v86,v1,v92,v16,v33,v20,v3,v99,v95,v50,v101,v44,v49,v9,v24,v42,v51,v57,v48,v5,v56,v82,v190,v73,v11,v65,v4,v26,v61,v18,v10
v54,v13,v19,v10,v2,v6,v82,v49,v95,v88,v15,v63,v102,v12,v60,v38,v62,v44,v8,v40,v86,v24,v55,v20,v80,v52,v73,v190,v42,v100,v69,v21,v92,v71,v65,v53,v36,v58,v57,v89,v18,v26,v85,v41,v83,v46,v5,v68,v3,v50,v47,v51,v101,v67,v93,v17,v59,v45,v97,v48,v84,v16,v64,v96,v32,v103,v87,v7,v33,v11,v94,v9,v22,v39,v79,v23,v99,v61,v25,v4,v14,v56,v72,v37,v1,v66,v70
